,id,talkName,dialogue,firstBtnText,secondBtnText,actionText
,1008202,,这时候就轮到芙蕾雅家族的超级魔法师登场啦！<br>我可以暂时重现魔法阵原来的样子 。,,,
,1008203,,银月光辉照耀大地，时光之神的怜悯，万物显<br>出原来的模样！逆流吧，时光！,,,
,1008401,,这个魔法阵有股邪恶的气息，我好像在某本书<br>上见过……它是被露西蒂尼大法师禁止使用的！！,,,
,1008402,,书中曾说这个魔法阵可以<color=#bd4104>让死去的人重新站<br>起来</color>……是什么意思呢？我必须去查清楚！,,,
,1008403,,可是我们要去哪里查？,,,
,1008404,,左相府！我出来闯荡这么久，<br>一看就知道管家那个家伙没有说实话。,,,
,1008405,,可是大姐头，你觉得他会让我们进去吗？,,,
,1008406,,咳，免费教你一件事，你要学会变通。他不让<br>我们进去，难道我们就不能悄悄潜入吗？,,,
,1008601,,不要再隐瞒了！我们已经知道左相的秘密了，<br>他知道他在做什么吗？,,,
,1008602,,复活夫人……,,,
,1008603,,不！那不是在复活！死去的人重新站起来的<br>意思是把人变成丧尸！,,,
,1008604,,快说，左相和史莱克究竟在哪里？<br>你再不说，整个阿克莱斯都会被丧尸包围的！,,,
,1008605,,你是故意的吗？是莱克，不是史莱克！,,,
,1008606,,<color=#bd4104>露西蒂尼之墓</color>。,,,
,1008607,,为什么要去露西蒂尼之墓？<br>难道墓里还有秘密的禁术？,,,
,1008608,,别猜了！<br>直接去露西蒂尼之墓，就会知道一切真相了。,,,
,1010301,温丽,从这里的魔法气息可以感知到，萨米尔正在通过魔祭仪式吸取贪婪的魔君本识。,,,
,1010302,温丽,根据气息浓度不难判断，有一位邪法师正为魔祭仪式提供魔法能量。,,,
,1010303,温丽,根据气息浓度不难判断，有三位邪法师正为魔祭仪式提供魔法能量。,,,
,1010304,爱琳娜,所以，打破魔祭仪式的关键，就是击败邪法师，切断能量来源！,,,
,1010401,萨米尔,谁也不能阻止我获取贪婪的力量！,,,
,1011101,,呼，湖畔镇终于到了。<br>我要抓紧时间，把那些事统统解决！,,,
,1011102,,诺尔大人说他自有安排，<br>可是他也没说到底安排了什么……,,,
,1011103,,啊，不管了！<br>那边好像有人，我先去问问看！,,,
,1011201,,陌生的哥哥，你好呀~<br>你找由莉和米修有什么事呀？,,,
,1011202,,阿噗阿噗？,,,
,1011203,,我是奥兹家族的西蒙，未来的帝国<br>第一剑士！请问……,,,
,1011204,,要这样自我介绍吗？那我叫由莉，来自……呃<br>……哪里？对了，它叫米修，是我的好朋友！,,,
,1011205,,阿噗~阿噗~,,,
,1011206,,（这孩子是天然呆吗？连自己从哪里来的也不记得了？）,,,
,1011207,,西蒙哥哥，你有没有见过我的爸爸妈妈？我跟<br>他们走散了，奇怪……好多事我都记不清了……,,,
,1011208,,只记得他们常常吹鱼骨笛给我听，由莉好想再听啊……,,,
,1011209,,阿噗！噗噗噗！噗嗷！！！！<br>（翻译：危险！危险！有敌人！）,有敌袭？我去打败它。,,
,1011301,,呜呜呜，太可怕了！,,,
,1011302,,好啦，由莉，你不要哭了，怪物已经被我赶走啦！,,,
,1011303,,呜呜呜呜！由莉好想爸爸妈妈！,,,
,1011304,,（为什么越哭越大声了？）<br>由莉，已经没事了！求你别哭了……,,,
,1011305,？？？,——身为剑士，居然欺负柔弱的小女孩，,,,
,1011306,？？？,——简直，太！不！像！话！了！！！,,,
,1011401,,作为芙蕾雅家族最杰出的法师，<br>我温丽绝对不能容忍这种事情发生！！！,,,
,1011402,,喂！不要一言不合就要开打呀！<br>这都是误会啊！你听我解释……,,,
,1011403,,什么误会？你就是在狡辩！,,,
,1011404,,这位温丽大小姐，我真的没有欺负她！<br>而且我也不擅长跟女孩子打架啊！,呀……只能硬着头皮上了！,,
,1011501,,温丽姐姐，你们别打了！<br>西蒙哥哥不是坏人。,,,
,1011502,,我明明看到他在欺负你，你都哭了啊！,,,
,1011503,,不是的，我只是被怪物吓哭了。<br>是西蒙哥哥把怪物打跑了，对吧，米修？,,,
,1011504,,阿噗！,,,
,1011505,,哎？这，这样啊！我……<br>刚刚是法杖先动的手，才不是我呢！,,,
,1011506,,喂喂，这位温丽大小姐！<br>你以为这样随便解释就可以了吗？,,,
,1011507,,（一副得意洋洋的样子……可恶！） <br>好嘛，那我替我的法杖向你道歉。,,,
,1011508,,……好吧，奥兹家族的战士接受你的道歉。<br>那么，请问大小姐认识一位叫赫丽的女孩吗？,,,
,1011509,,哼，本大小姐当然知道！<br>不过嘛，我就不告诉你！,,,
,1011510,,喂，温丽大小姐，你，你怎么不按照套路出牌？<br>我们刚刚不是已经和好了吗？,,,
,1011511,,我……要你管！<br>不过，你求我的话，我可以考虑告诉你。,,,
,1011512,,好吧，让你一次……温丽大小姐，求你告诉<br>我吧！,,,
,1011513,,看你还有点诚意的份上，我就勉强带你去吧。,,,
,1011514,,你们要去哪里玩呀？<br>由莉和米修也要一起去！,,,
,1011601,,请问，赫丽在吗？,,,
,1011602,？？？,稍等一会，马上来！,,,
,1011603,,你们是谁？找我什么事？还有，我叫海莉，不是<br>海蛎，也不是赫丽，更不是海狸！,,,
,1011604,,？？？,,,
,1011605,,抱歉抱歉，我们大概找错人了。<br>温丽大小姐，你有什么想说的吗？,,,
,1011606,,哈哈……这只是意外啦。<br>再厉害的人都有出错的时候嘛……,,,
,1011607,,是吗？我还以为温丽大小姐从来不会出错呢！,,,
,1011608,,你，你这样是不会有女孩子喜欢的！,,,
,1011609,,……好好好，是我不好。<br>那么这位厉害的温丽小姐，我们现在怎么办？,,,
,1011610,,那我带你去找<color=#bd4104>桑妮祭司</color>。<br>她是最了解这个镇子的人，一定会知道！,,,
,1011611,,不过你要知道，我这么做绝对不是在道歉！,,,
,1011701,,是温丽啊。你后面的是……啊，男孩子！难道你要结婚<br>了吗？是你爷爷特罗德会长让你来找我给你证婚吗？,,,
,1011702,,才不是！桑妮姐姐，你又在乱想什么？<br>他有事想请教你，我只是顺路带他过来。,,,
,1011703,,（这个镇子上，难道就没有正常点的人吗？）,,,
,1011704,,桑妮祭司，我受帝国右相的委托，来寻找<br><color=#bd4104>赫丽</color>和<color=#bd4104>卡诺萨之光</color>。请问你有线索吗？,,,
,1011705,,喔？原来你就是右相说的人？不是冒牌的吧？,,,
,1011706,,不是的，你看！这是右相的信物。,,,
,1011707,,赫丽是谁？我不知道。<br>卡诺萨之光的话，我倒是有印象。,,,
,1011708,,不过，你真的不是来和温丽结婚的吗？,,,
,1011709,,（她究竟对结婚有什么执念？）<br>我只是来寻找卡诺萨之光和赫丽的，拜托了。,,,
,1011710,,好吧，我曾经在记载罗兰大帝光辉事迹的<br><color=#bd4104>《罗兰颂歌》</color>中读到过它。,,,
,1011711,,只是我记不清它被放在哪儿了。你们去教堂东<br>边的<color=#bd4104>储物室</color>找找，我把东西都放在那里了。,,,
,1011712,,我现在就去找！<br>温丽，你也一起来吧！,,,
,1011713,,嗯，好！<br>等等，我干嘛要和你一起去啊。,,,
,1011714,,我们不是已经是同伴了吗？,,,
,1011715,,同伴……谁是你同伴啊！<br>还真会自说自话呢……,,,
,1011716,,我们一起经历那么多事，当然是同伴啦！,,,
,1011717,,哼，谁和你经历过那么多事了？,,,
,1011718,,先声明，本大小姐只是怕你找不到，好心帮帮<br>你而已！！仅此而已哦！,,,
,1011719,,你们去哪里呀？是要带我去找爸爸妈妈吗？<br>由莉和米修也要一起去！,,,
,1011720,,（嗯？这个孩子莫非是……）,,,
,1011801,,温丽，这本书上写的字，<br>为什么我一个字也看不懂？,,,
,1011802,,我看看！似乎这是罗兰皇室的专用文字，<br>我虽然听说过，但并没有学过……,,,
,1011803,,问问<color=#bd4104>桑妮姐姐</color>吧。她是出来历练的皇室祭司，<br>或许有所了解。,,,
,1011804,,镇上发生了什么？,,,
,1011805,,快点逃命吧！之前袭击镇子的怪物又来了！,,,
,1011806,,放心吧，我会保护好由莉！<br>倒是大小姐，你自己小心点。,代表芙蕾雅家族惩罚你！,,
,1011901,,魔物的气息……跟之前袭击卡诺萨城的那些家伙一样！西蒙，你保护好由莉，我去对付它！,,,
,1012001,,西蒙，由莉，你们还好吧？,,,
,1012002,,我没事，不过由莉有点不对劲。她明明没有<br>受伤，却一直喊疼，而且她的身体……,,,
,1012003,,呜呜呜……好熟悉的感觉，好像曾经被什么东<br>西扎穿了身体……好疼啊……西蒙哥哥……,,,
,1012004,,呜呜呜……什么东西……好可怕……胸口好疼<br>啊……爸爸妈妈你们在哪里……,,,
,1012005,,米修，爸爸妈妈不要我了吗？我好害怕……<br>要是妈妈能用鱼骨笛给我吹曲子就好了……,,,
,1012006,,真是的，你怎么没有保护好由莉？<br>走开，我先为她治疗一下！,,,
,1012007,,拯救汝辈的爱与魔法之精灵，听从吾之指引——<br>境界彼方的黑暗，消融于闪耀之辉。光之辉芒，起！,,,
,1012008,,不可能！治疗术失败了！,,,
,1012009,,温丽，你是学了假法术吧。,,,
,1012010,,闭嘴！不许侮辱我的老师！,,,
,1012011,,噢，抱歉。真的不是法术的问题么？,,,
,1012012,,我的法术不会出错，看来是由莉的问题了。,,,
,1012013,,我们还是赶紧去找<color=#bd4104>桑妮祭司</color>吧，或许她会知道。,,,
,1012101,,桑妮姐姐，由莉……由莉的身体变得有些<br>透明！这是怎么回事？,,,
,1012102,,我果然没有猜错，看来是这孩子了。<br>其实我接受了一对亡灵夫妇的委托……,,,
,1012103,,他们一家在国王遇刺的那天，被入侵这儿的魔<br>物谋害了。但他们发现找不到女儿的灵魂了。,,,
,1012104,,他们希望我能帮他们找到迷失的女儿，至少<br>在那个世界能一家团聚……,,,
,1012105,,难道由莉就是他们的女儿？,,,
,1012106,,是的。由莉还不明白死亡是什么。<br>她只是凭着对爸爸妈妈的执念，留在世间。,,,
,1012107,,小由莉记得妈妈经常吹<color=#bd4104>鱼骨笛</color>给她听。只有满<br>足她的这个愿望，执念才会被宽慰。,,,
,1012108,,那些魔物聚集在<color=#bd4104>饿狼巢穴</color>。,,,
,1012109,,他们的首领<color=#bd4104>狼王乌迪尔</color>每杀害一个人，就会带<br>走他们身上一件物品。你们去那里找找吧。,,,
,1012110,,这件事就包在我的身上了！<br>走吧，温丽。,,,
,1012201,,我们去<color=#bd4104>教堂</color>找<color=#bd4104>由莉</color>吧……<br>她一定很想爸爸妈妈了……,,,
,1012301,,桑妮姐姐，我们找到鱼骨笛了……<br>由莉……由莉会高兴的……,,,
,1012302,,唉……走吧，由莉在湖边等你们了。,,,
,1012401,,小由莉，我们找到你的鱼骨笛啦，<br>爸爸妈妈还没来，让温丽姐姐吹给你听好不好？,,,
,1012402,,嗯，好。我好期待呀，温丽姐姐真好！,,,
,1012403,,温丽，你还好吗？你有点儿走神哦？,,,
,1012404,,没，没事……温丽我呀，肯定没问题！,,,
,1012405,,（由莉低头看了看自己的脚，发现自己渐渐变得透明了。）,,,
,1012406,,好像有人在喊由莉，好熟悉的声音……<br>是爸爸妈妈！米修！爸爸妈妈来接我回家啦！,,,
,1012407,,什么……原来是这样吗……米修，对不起……我想起来<br>了……我应该……不能再继续跟你一起玩了……,,,
,1012408,,阿噗？,,,
,1012409,,我得和爸爸妈妈一起走啦，不能陪着你了……<br>哥哥姐姐们，请你们……帮我照顾好米修……,,,
,1012410,,能遇到你们，真的……太好了……<br>再见啦……,,,
,1012501,,再见了，由莉。<br>喂，大小姐，你不是在哭吧？,,,
,1012502,,我才没有哭呢……呜……,,,
,1012503,,走吧，别伤心了……你该替由莉高兴的，她可<br>以和爸爸妈妈团聚了。,,,
,1012504,,我当然知道啊……呜……<br>可是我就是控制不住嘛。,,,
,1012505,,阿噗……阿噗……,,,
,1012506,,你看，你再这么伤心，米修也要哭了。<br>你忘记我们答应由莉的事情了吗？,,,
,1012507,,才没有，我一定会照顾好米修的。,,,
,1012601,,好像……是有点累了……,,,
,1012602,,（经历了刚才的事情，疲惫的温丽很快就睡着了。在<br>熟睡之后，一股神秘的力量拉扯着她坠入梦境……）,,,
,1012701,？？？,哈哈哈，汝等费尽心思寻找女王，殊不知汝等早已沦为他人<br>手中之棋子。所做之事，不过是枉费心机。,,,
,1012702,？？？,这般不堪一击的蝼蚁，竟还妄想覆灭吾？<br>罗兰帝国终归是我的囊中之物，那位大人亦将重临世间！,,,
,1012703,,啊——,,,
,1012704,,（怎么回事？我又做预言梦了？那个怪物真是<br>个可怕的对手，难道以后……）,,,
,1012705,,（梦里有我，有西蒙，还有那个佩戴手环的<br>大姐头是谁……）,,,
,1012801,,温丽，你还好吧？<br>发生了什么？,,,
,1012802,,没，没什么，我好得很！<br>（……这种事说出来也没有人相信吧！）,,,
,1012803,,嘿！桑妮祭司，请问《罗兰颂歌》的解读<br>完成了吗？,,,
,1012804,,算是完成了，《罗兰颂歌》其实是罗兰家谱，<br>里面记载了罗兰皇室的故事。,,,
,1012805,,但是有一部分关键内容是以密文写成，<br>我无法解读。,,,
,1012806,,那该怎么办？<br>要是连桑妮祭司都无法解读的话……,,,
,1012807,,或许<color=#bd4104>罗兰镇</color>的<color=#bd4104>大卫</color>可以帮你，他是密文的资深<br>研究者。,,,
,1012808,,不过……你们真的不要结个婚再出发吗？,,,
,1012809,,谁要和他/她结婚啊……,,,
,1012810,,嗯？你说什么？！,,,
,1012811,,（啊啊，怎么会是他呢？）<br>（未来究竟会发生什么？）,,,
,1012812,,（太令人在意了！不行！）<br>（我得弄清楚是怎么回事！）,,,
,1012901,,没什么，没什么。,,,
,1012902,,我说，我们该出发去罗兰镇了。,,,
,1012903,,诶？我为什么要和你一起去罗兰镇啊。,,,
,1012904,,我们已经是同伴啦，当然要一起行动！,,,
,1012905,,同伴……咳咳，我才不是因为你说了同伴，<br>就和你一起走呢！,,,
,1012906,,好啦，好啦，我知道你只是顺便。<br>出发喽，帝国第一小分队！目标罗兰镇！,,,
,1013001,,等等！那个羞耻度爆表的名字，不会是你取的名字吧？<br>要我顶着这个名字在外冒险，我不，我拒绝，我不接受！,,,
,1013002,,起名字这么重要的事情，怎么能随便？<br>还是让我来取一个团结又紧张，严肃又活泼的队名吧。,,,
,1013101,,啊，我肚子好饿啊，走不动了。,,,
,1013102,,再坚持一下，就快到罗兰镇了。<br>我们要尽快找到<color=#bd4104>赫丽</color>和<color=#bd4104>卡诺萨之光</color>。,,,
,1013103,,闭嘴吧！这些话你已经说过八遍了，<br>但是我连罗兰镇的影子都没看见！,,,
,1013104,？？？,呵呵呵~本来不想打扰你们的~可是说到卡诺<br>萨之光的话，我可不会让你们先得到哟~,,,
,1013105,,你是谁？！<br>你知道卡诺萨之光在哪里？<br>,,,
,1013106,？？？,呵，这样的表情让我想到了一个熟人~<br>啊~兴奋起来了，今天似乎不会无聊了呢~,,,
,1013107,？？？,呐，来玩点有意思的吧~说不定我一高兴，<br>就把你想知道的事情告诉你了~,,,
,1013108,,莫名其妙的家伙，让你见识下未来第一大剑士的厉害！,用剑术战胜你。,,
,1013201,,这里就是罗兰大帝曾经重创魔族的地方，<br>可是镇子怎么看起来如此残破？,,,
,1013202,,是啊，真奇怪！<br>那边的雕像下有位小姐姐，我们去问问她吧。,,,
,1013301,少女,伟大的罗兰大帝，请保佑这里的一切……,,,
,1013302,,这位姐姐，镇子上发生了什么吗？,,,
,1013303,少女,玫瑰团！是玫瑰团那群家伙！她们不仅抢劫了<br>镇子，还打伤了好多镇民！,,,
,1013304,少女,如果我的手没有受伤，就能去镇外采<color=#bd4104>血霜草</color><br>给镇民疗伤了，可现在却什么忙都帮不上。,,,
,1013305,,玫瑰团？真是可恶！姐姐，别担心。<br>血霜草的事情就交给我们吧。,,,
,1013306,,事情是不是发展得太突然了？<br>喂——就算做好事也和我商量下啊！,,,
,1013401,,温丽，快来！<br>这边还有好多伤者！,,,
,1013402,,……喂，你是不是忘记来这里的目的了？<br>把事情交给其他的镇民吧。,,,
,1013403,,对哦！我们是来找<color=#bd4104>大卫先生</color>解读《罗兰颂歌》<br>的。那后面的事就拜托给镇民们吧！,,,
,1013501,,真准时啊，这是哪家快递？<br>风迹速递啊，以后本大小姐认准你啦。,,,
,1013502,,呕……这是什么鬼名字啊，太肉麻了！<br>到底是不是你们啊？是的话，马上签收！,,,
,1013503,,诶？诶？我是西蒙，不过谁给我们寄东西？原来是<br>桑妮祭司啊……不要催，不要催，是在这里签字吗？,,,
,1013504,,好了，可以了。记住，我的名字是爱琳娜·贝拉米，如果有人<br>问起我的服务如何，你必须给我五星好评，不然……哼哼。,,,
,1013505,,（她这是在威胁我吗？是在威胁我吧。）<br>嗯，好的，大姐头。,,,
,1013506,,大姐头？我像是那种暴力又不讲理的人吗？！<br>（边说边狠狠捏住西蒙的脸。）,,,
,1013507,,&*（!*#￥，*%#@！<br>（放开我，好疼。）,,,
,1013508,,（这个姐姐……长得好像上次预言梦里的另一个人。<br>会是她吗？）,,,
,1013509,,哼，暂时放过你。等会让镶金玫瑰团的那群强盗跑了，<br>我可是得不偿失。先找委托人大卫问问情况。,,,
,1013510,,大姐头，原来你是来抓强盗的啊！如果需要帮忙，算我<br>一个！他们的所作所为，实在是太可恶了，不能忍！,,,
,1013511,,喂，你这突然热血的毛病，到底能不能改一改？<br>不是要去找大卫先生吗？快点走啦。,,,
,1013601,,赫丽姐姐，你也在啊。<br>大卫先生，我是……,,,
,1013602,,别说话，让罗兰镇第一名侦探大卫来推理一下！<br>肯定是桑妮让你们来找我的吧？,,,
,1013603,,！！！！！<br>你怎么知道？,,,
,1013604,,你是西蒙，旁边的温丽小姐是你的未婚妻！<br>而你们是为了卡诺萨之光来找我，对不对！,,,
,1013605,少女,（卡诺萨之光……他们是什么人？怎么在打听<br>这件事？难道他们想要……）,,,
,1013606,,谁是他未婚妻啊！你这个冒牌侦探！,,,
,1013607,,（什么？桑妮告诉我的情报有误？）<br>咳咳，我作为一镇之长，每天可是很忙的！,,,
,1013608,,镇上许多人被镶金玫瑰团挟持，她们还索要<br>高额的赎金，不然就……,,,
,1013609,,唉，我可真是愁白了头发……,,,
,1013610,,我向自律联盟申请了佣兵抓捕玫瑰团，他们也寄出了资料供<br>我选择。如果你能帮我取回它，我倒是可空出点时间帮你。,,,
,1013611,,没问题，包在我身上！,,,
,1013701,？？？,我是赏金猎人爱琳娜！是你们发出的申请？<br>好了，我人已经到了，不要浪费时间看资料了。,,,
,1013702,,强盗在哪儿？我们马上出发，别耽误我的下一个任务。,,,
,1013703,,（这个姐姐……长得好像上次预言梦里的<br>另一个人。会是她吗？）,,,
,1013704,,原来你就是大卫先生雇佣的佣兵啊，看起来实力好强啊！<br>事情是这样的……,,,
,1013705,,（由于篇幅有限，中间省略一千字西蒙的描述。）,,,
,1013706,,大姐头，这就是事情的大致经过。<br>关于镶金玫瑰团，你知道详细的情报吗？,,,
,1013707,,大姐头？我像是那种暴力又不讲理的人吗？！<br>（边说边狠狠捏住西蒙的脸。）,,,
,1013708,,&*（（*#￥<br>（放开我，好疼。）,,,
,1013709,,喂——别闹了！,,,
,1013710,,玫瑰团是由全女性组成的，主要是抢盗宝物，没听说有伤人<br>事件。不过，对于她们，我倒是有些在意的事想了解……,,,
,1013711,,我之前买过<color=#bd4104>玫瑰团驻地</color>的情报，我现在带你们过去。,,,
,1013801,,快点交代玫瑰团的据点，你现在悔悟还来<br>得及，不要再错下去了！,,,
,1013802,,有什么好悔悟的？我们做的一切都是对的！,,,
,1013803,,保护不了自己还怪我们太强吗？<br>想让我背叛玫瑰团？做梦！,,,
,1013804,,既然你对玫瑰团这么忠心，那我就用你来交换<br>被俘虏的镇民们，看她们愿不愿意！,,,
,1013805,,哼！玫瑰团一定会救我的！,,,
,1013806,,不用那么麻烦，直接打她一顿，看她说不说。<br>如果还不说，那就打到说！,,,
,1013807,,强盗没一个好东西，不用手软！只有强硬，他们才会怕。<br>当年我就是不够强大，我妹妹才被强盗掳走了……,,,
,1013808,,爱琳娜姐姐，虽然我理解你的心情，但是我有一个<br>超级棒的计划！来，大家靠过来点，我和你们说……,,,
,1013809,,只是交换人质就太简单了，绝对要给玫瑰团的那些<br>家伙一点教训！到时只要这样那样……,,,
,1013810,,可以是可以，不过能这么顺利吗？,,,
,1013901,？？？,（嗯？那个人身上的标志……是玫瑰团！）,,,
,1013902,？？？,站住！<br>我的拳头不会放过任何一个强盗！,是强盗同伙，别放过她。,先休息会，等会再收拾她。,
,1014001,,（这个姐姐……长得好像上次预言梦里的<br>另一个人。会是她吗？）,,,
,1014002,,啊！你的实力好强啊！<br>可恶，你为什么要做强盗？,,,
,1014003,？？？,我是赏金猎人爱琳娜！我看你们才是她的同伙<br>吧，我可不会认错她身上的玫瑰团标志。,,,
,1014004,,这是误会啊，大姐头！<br>我们押送贝拉，也是为了抓住强盗团啊！,,,
,1014005,,大姐头？我像是那种暴力又不讲理的人吗？！<br>（边说边狠狠捏住西蒙的脸）,,,
,1014006,,&*（（*#￥<br>（放开我，好疼）,,,
,1014007,,喂——别闹了！<br>贝拉不见了！,,,
,1014008,,不要慌，我之前买过<color=#bd4104>玫瑰团驻地</color>的情报。,,,
,1014009,,既然误会了你们，那我现在带你们过去，<br>就当是道歉喽。,,,
,1014010,爱琳娜,算了，看她小小年纪，<br>想必她也是被蒙骗的，给她个机会。,,,
,1014011,爱琳娜,我最讨厌亏欠别人！既然刚刚是我误会了你<br>们，那我就用追踪术帮你找到她的下落！,,,
,1014101,,站住！你们是谁？竟然想擅闯玫瑰团驻地！,,,
,1014102,,切，真麻烦！你们先进去，这个人交给我。,想拦我？先问问我的拳头！,有点累，之后再教训你。,
,1014103,温丽,喂，你这个莫名其妙的家伙！<br>我们才不要和你打呢！,,,
,1014104,？？？,呵呵呵~我叫夜崎隐哦。<br>希望你们不会让我感到无趣~,诶？你听不懂人话吗？,,
,1014201,,可恶，我们来晚了一步，让她们的首领爱琪跑掉了！,,,
,1014202,,（爱琪？会是那个爱琪吗？不，<br>我的妹妹怎么可能是强盗？）,,,
,1014203,,（可是妹妹当年是被强盗掳走的，或许她也……）,,,
,1014204,,总会再抓到他们。,,,
,1014301,,从你们武器的磨损程度上来看，我可以推断，<br>你们肯定经历了一番苦战啊！,,,
,1014302,,武器可是战士的生命！你们帮了我们镇子一个大忙，我愿<br>意将珍藏多年的技艺，传授给你们！,,,
,1014303,西蒙,嗯，那位公主就是赫丽吧！<br>大卫先生，那有关于卡诺萨之光的线索吗？,,,
,1014304,大卫,很遗憾，密文中没有提到卡诺萨之光。不过依<br>我的推理，玫瑰团应该也是为它而来。,,,
,1014305,大卫,以及赌上曾经最强皇室近卫军的名号，一直悄<br>悄守护在赫丽身边的我，可以肯定地推理,,,
,1014306,大卫,——她知道卡诺萨之光的事！,,,
,1014307,西蒙,什么？你知道赫丽在哪里？,,,
,1014308,大卫,说起来，你们刚才不是和她一起来的吗？,,,
,1014309,大卫,诶？她怎么不见了？<br>不要慌，让我再推理一次——,,,
,1014310,大卫,唉……看来，在我们第一次提到卡诺萨之光<br>时，她就有所戒备……,,,
,1014311,西蒙,那位小姐姐就是赫丽？<br>这件事要赶紧向<color=#bd4104>诺尔大人</color>汇报！,,,
,1014401,,大卫先生，被俘虏的镇民已经全部获救了。<br>那么你现在有空帮我解读《罗兰颂歌》了吗？,,,
,1014402,,嗯……我看看，这页讲述了当秩序与文明被黑暗颠覆时，<br>罗兰大帝的出现，让遭受惨败的部族联军重燃希望。,,,
,1014403,,（聆听着大卫的讲述，西蒙等人仿佛听见了战场上的厮杀<br>声，看见了罗兰大帝迈上山巅，拔剑而起的英姿。）,,,
,1014404,,后来嘛，当然是人们重新建立家园，过上平稳的生活。,,,
,1014405,,不过我听说罗兰大帝封印魔神的两柄剑——终焉和誓约，<br>永远留在了山巅。,,,
,1014406,,可我并没有亲眼见过它们，毕竟自从罗兰战胜魔神后，<br>再也没有人到过那儿。,,,
,1014407,,希望有机会到达那里的人，千万别手痒去拔它。<br>万一魔神被放出来，那事情就大条了。,,,
,1014408,,而这页提到了卡诺萨之光，它是一条项链……<br>你看这里还绘制了它的样子.,,,
,1014409,,它是由罗兰大帝嘱咐露西蒂尼大法师所制。但是这里并未<br>提及它的下落。如果说这是罗兰大帝所要求打造的，,,,
,1014410,,根据我的推理，卡诺萨之光应该是罗兰皇室某种身份的<br>象征。或许，镶金玫瑰团也是为它而来。,,,
,1014411,,还有什么？<br>大卫先生，有关于赫丽公主的线索吗？,,,
,1014412,,至于这页嘛……这是罗兰家族的家谱，有位流落<br>在外的公主……她来自罗兰家族的另一支血脉。,,,
,1014413,,既然卡诺萨之光是皇室的象征，而赫丽又是<br>流落在外的公主……好了，我可以肯定地推理,,,
,1014414,,——找到卡诺萨之光就能找到赫丽公主！,,,
,1014415,,可是卡诺萨之光在哪里呢？,,,
,1014416,,咦？这么说来，刚才和你们一起来的那位少女<br>不就戴着那条项链吗？,,,
,1014417,,那个就是卡诺萨之光？<br>那么，那位小姐姐就是赫丽公主？,,,
,1014418,,诶？从刚才起就没有再看到她了。奇怪……<br>她去哪里了？,,,
,1014419,,难道赫丽公主察觉到什么危险了吗？<br>这件事要赶紧向<color=#bd4104>诺尔大人</color>汇报！,,,
,1014420,,事关镶金玫瑰团，我也一起去。,,,
,1014501,,难道赫丽公主察觉到什么危险了吗？<br>这件事要赶紧向<color=#bd4104>诺尔大人</color>汇报！,,,
,1014502,,不过我们先去找大姐头吧，要好好感谢她！<br>要是没有她的帮忙，我们也不可能那么顺利。,,,
,1014503,,既然如此，那干脆今晚就留下吧。<br>镇民们也想好好款待你们，表示感谢。,,,
,1014504,,（款待=美食）<br>好，我代表西蒙同意了！,,,
,1014505,,喂，大小姐，你怎么就代表我了？,,,
,1014601,,大姐头，大姐头！你在想什么呢？<br>叫了你好几遍都没有反应。,,,
,1014602,,没什么，我只是想起了以前的事情。<br>你刚刚和我说什么？,,,
,1014603,,我是在问你为什么会这么强？还有你的力量似乎是<br>从手环里发出的……,,,
,1014604,,我的本领是奇迹学院的院长教我的，<br>而我的命也是他救的……,,,
,1014605,,小时候，我居住的小镇被强盗占领，他们做尽坏事，甚至<br>抓走了我的妹妹。那是我第一次体会到无能为力的痛苦。,,,
,1014606,,于是我跟着院长学习异能，掌握手环的力量。<br>我要变强，我要打倒所有的强盗，我要找回我的妹妹！,,,
,1014607,,大姐头……<br>（我也想找到哥哥。）,,,
,1014608,,（可到目前为止，我还没有找到任何线索，真令人头疼。<br>哥哥带走了神器，或许我该沿着神器这条线调查下去。）,,,
,1014609,,（她应该就是预言梦中的人，<br>以后她会和我有什么交集吗？）,,,
,1014610,,（预言梦的事，我还是不要告诉他们了。<br>连我自己都不能确定的事情，他们怎么可能会相信……）,,,
,1014611,,喂，你们为什么露出这样的表情？<br>难道……你们在同情我？,,,
,1014612,,呵，收起你们泛滥的同情心，我不需要。<br>比起它，还是银币更实际点。,,,
,1014613,,我马上就要离开这里，去处理其他任务了。<br>以后有缘再见吧。,,,
,1014614,,天亮了，我们回<color=#bd4104>卡诺萨城</color>找<color=#bd4104>诺尔大人</color>吧！,,,
,1014701,西蒙,温丽，你在想什么呢？<br>再发呆就要撞墙啦！,,,
,1014702,温丽,爱琳娜姐姐，我想问你……<br>你为什么放过贝拉……,,,
,1014703,爱琳娜,因为，因为她和我的妹妹太像了……我妹妹在<br>小时候被强盗拐走了……,,,
,1014704,爱琳娜,都怪我！是我没有照顾好她。我发誓，我一定<br>要找回妹妹，并让那些强盗付出代价！,,,
,1014705,爱琳娜,因此我才当上赏金猎人，希望能在追剿强盗的<br>时候，打听到妹妹的下落，只可惜……,,,
,1014706,西蒙,会的，大姐头！一定会找到的！<br>喂，温丽！你的眼睛怎么红红的？,,,
,1014707,温丽,你看错了！我没有脑补姐妹情深的故事！绝对没有！,,,
,1014708,西蒙,会的，前辈！一定会找到的！<br>喂，温丽！你的眼睛怎么红红的？,,,
,1014709,温丽,才没有！我绝对没有因为脑补了姐妹情深的故<br>事而感动到哭！,,,
